MP NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED DATE,ALLOCATION AMOUNT,IDA APPROVAL,STATUS,HOUSE
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Nelavagilu,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Alurdoddanahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Nelavagilu,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Esthur,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Esthur,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Theneyur,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Hindiganala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Hindiganala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Hindiganala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Anupahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Hindiganala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Thimmappanahalli,2023-12-16,490000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Ittasandra,2023-12-16,495000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Ittasandra,2023-12-16,496000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,ChikkaMurali,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,ChikkaMurali,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Papanahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Devenahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Ramanathapura,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Binnamangala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Vishwanathapura,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Vishwanathapura,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Dodda Thattamangala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Beerasandra,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Jalige,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Devanagondi,2023-12-16,490000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Harohalli,2023-12-16,450000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Appasandra,2023-12-16,490000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Sonnadenahalli,2023-12-16,200000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Doddahullur,2023-12-16,200000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Anugondahalli,2023-12-16,499000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Construction of community centers and community halls,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Sulibele,2023-12-16,750000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Mugabala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Mugabala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Harohalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Kotur,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Construction of community centers and community halls,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Bendiganahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Lingadeeramallasandra,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Lingadeeramallasandra,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Upparahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Upparahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Upparahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Kalkunte Agrahara,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Construction of buildings for community cultural activities,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Orohalli,2023-12-16,250000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Doddaganahalli,2023-12-16,490000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Construction of bus-sheds or bus-stops,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Dalasagere,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Karibeeranahosahalli,2023-12-16,200000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Gururayana Hosur,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Dyavarahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Vishwanathapura,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Dodda Thattamangala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Beerasandra,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Jalige,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Alurdoddanahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Bediganahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Bediganahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Ramanathapura,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Bediganahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Maligenahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Vishwanathapura,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Thimmappanahalli,2023-12-16,490000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Ittasandra,2023-12-16,495000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Construction of community centers and community halls,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Sulibele,2023-12-16,750000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Lighting of public spaces,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Ittasandra,2023-12-16,496000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,ChikkaMurali,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,ChikkaMurali,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Binnamangala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Ramanathapura,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Devenahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Anupahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Hindiganala,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Construction of community centers and community halls,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Dalasagere,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,"NA - Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,DEVANHALLI,Papanahalli,2023-12-16,500000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Doddadenahalli,2023-12-16,490000,Action Pending,Unsanctioned,Lok Sabha
Bache BN Gowda,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,,,HOSKOTE,Devanagondi,2023-12-16,490000,Action Pending,Unsanctioned,Lok Sabha
